0,49,1,The Netherlands,3
1,50,2,Richmond,4
2,51,3,Virginia,12
3,52,4,Amsterdam,4
4,53,5,Queens,4
5,54,6,New York City,6
6,55,7,Charlottesville,5
7,56,8,Myrtle Ave,3
8,57,9,North Bergen,3
9,58,10,Georgia,2
10,59,11,Texas,3
11,60,12,Houston,3
12,61,13,Columbus,1
13,62,14,Little York Rd.,1
14,63,15,St. Mary's Road,1
15,64,16,Washington,2
16,65,17,Seattle,1
17,66,18,Howell St.,1
18,67,19,Alder St,1
19,68,20,Paris,3
20,69,21,France,1
21,70,22,Keswick,3
22,71,23,Lee Highway,1
23,72,24,Merrifield,1
24,73,25,El Paso,1
25,74,26,Hudspeth County,1
26,75,27,Rio Grande,1
27,76,28,McNary,1
28,77,29,McRae Blvd,1
29,78,30,Denver,3
30,79,31,Colorado,3
31,80,32,Camp George West Military Reservation,2
32,81,33,US,7
33,82,34,Los Angeles,2
34,83,35,Culver City,1
35,84,36,California,1
36,85,37,San Gabriel,1
37,86,38,Greenlawn Ave.,1
38,87,39,Imperial Highway,1
39,88,40,City Park,1
40,89,41,El Segundo,1
41,90,42,LAX,1
42,91,43,Sheldon St.,1
43,92,44,Hubbard St.,1
44,93,45,New Jersey,3
45,94,46,Canada,2
46,95,47,Detroit,1
47,96,48,Michigan,1
48,97,49,Van Dyke Avenue,1
49,98,50,Afghanistan,5
50,99,51,Sudan,2
51,100,52,Boston,1
52,101,53,University Drive,1
53,102,54,Germany,3
54,103,55,Hamburg,3
55,104,56,Springfield,3
56,105,57,Egypt,2
57,106,58,Dulles Airport,1
58,107,59,Washington DC,1
59,108,60,Cairo,1
60,109,61,Wash. DC,1
61,110,62,Floyd Ave.,1
62,111,63,Atlanta,1
63,112,64,New Orleans,1
64,113,65,Coal Mine Road,2
65,114,66,Colfax Avenue,1
66,115,67,Capitol Ave.,2
67,116,68,Springfield VA,1
68,117,69,O'Hare,1
69,118,70,Chicago,1
70,119,71,Illinois,1
71,120,72,Green Bay,1
72,121,73,Wisconsin,1
73,122,74,Manhattan,2
74,123,75,2932 University Drive,1
75,124,76,Webster Ave.,1
76,125,77,Bronx,1
77,126,78,New York,1
78,127,79,United Arab Emirates,2
79,128,80,Springfield Mall,1
80,129,81,Haarlem,2
81,130,82,Lublin,1
82,131,83,Poland,1
83,132,84,Europe,1
84,133,85,Bremerhaven,1
85,134,86,Trenton Avenue,1
86,135,87,Trenton,1
87,136,88,Rhinelander Platz.,1
88,137,89,Buenos Aires,1
89,138,90,Hezboliah,1
90,139,91,Guantanamo,2
91,140,92,Marshall Avenue,1
92,141,93,Minneapolis,1
93,142,94,Minnesota,1
94,143,95,Laurel Avenue,1
95,144,96,Bowling Green,1
96,145,97,Kentucky,1
97,146,98,Rue St. Sebastien,1
98,147,99,Cuba,1
99,148,100,Kandahar,1
100,149,101,St. Mary 's Terrace,1
101,150,102,Paddington,1
102,151,103,London,1
103,152,104,Miami,1
104,209,1,Sprint,3
105,210,2,FBI,25
106,211,3,US Post Office,1
107,212,4,INS,3
108,213,5,Bush Intercontinental Airport,1
109,214,6,Continental Airlines,1
110,215,7,Reagan National Airport,1
111,216,8,The Powhatan Company,1
112,217,9,Pentagon,1
113,218,10,Home Depot,1
114,219,11,American Airlines,3
115,220,12,Border Patrol,1
116,221,13,University of Texas,1
117,222,14,Apex Paper Products Company,1
118,223,15,Aryan Nations,1
119,224,16,Army CID,1
120,225,17,Ryder Truck Rental,1
121,226,18,Budget Storage Units,2
122,227,19,Beth Israel,1
123,228,20,Coast Guard,1
124,229,21,Passport Agency,1
125,230,22,AMTRAK,1
126,231,23,Penn Station NYC,1
127,232,24,U-haul,1
128,233,25,First Union Bank,2
129,234,26,Virginia National Bank,1
130,235,27,United Connector,1
131,236,28,United,1
132,237,29,Empire State Vending Services,2
133,238,30,New York Stock Exchange,2
134,239,31,University of Virginia,1
135,240,32,City Computer Services Corp.,1
136,241,33,Clark & Co,1
137,242,34,Office Supplies Co.,1
138,243,35,Select Gourmet Foods,1
139,244,36,First Union National Bank,1
140,245,37,Pyramid Bank of Cairo,1
141,246,38,Central Bank of Dubai,1
142,247,39,CIA,9
143,248,40,Sealink Container Corp.,1
144,249,41,Al Qaeda,3
145,250,42,Taliban,2
146,251,43,Marvel Corporation,1
147,252,44,German Intelligence,1
148,253,45,American Diplomatic Mission Headquarters,1
149,254,46,British Special Branch,1
150,255,47,M15,1
